Timestamp,SourceIP,DestinationIP,Length,SourcePort,DestinationPort
18:24:12.575336,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.575351,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.575336,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.575361,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.57539,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.575431,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.577419,115.113.240.229,10.0.2.15,590,443,58992
18:24:12.57754,115.113.240.229,10.0.2.15,590,443,58992
18:24:12.57769,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.577795,115.113.240.229,10.0.2.15,590,443,58992
18:24:12.577795,115.113.240.229,10.0.2.15,1514,443,58992
18:24:12.577897,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.577933,115.113.240.229,10.0.2.15,738,443,58992
18:24:12.577933,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.578025,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.578249,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.578249,115.113.240.229,10.0.2.15,1126,443,58992
18:24:12.578249,115.113.240.229,10.0.2.15,1126,443,58992
18:24:12.578249,115.113.240.229,10.0.2.15,590,443,58992
18:24:12.578249,115.113.240.229,10.0.2.15,1126,443,58992
18:24:12.578359,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.578365,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.57837,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.578725,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.578725,115.113.240.229,10.0.2.15,1126,443,58992
18:24:12.578764,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.579128,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.579181,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.579208,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.579222,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.579208,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.579249,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.579208,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.579276,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.579305,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.579318,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.579406,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.579411,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.579406,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.579424,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.579406,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.579455,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.57948,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.579491,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.579585,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.579585,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.579641,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.579655,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.579659,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.579671,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.583187,115.113.240.229,10.0.2.15,590,443,58992
18:24:12.583513,115.113.240.229,10.0.2.15,590,443,58992
18:24:12.583585,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.583677,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.583706,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.583677,115.113.240.229,10.0.2.15,1126,443,58992
18:24:12.583796,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.583809,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.583871,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.583882,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.584157,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.584234,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.584157,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.584342,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.584449,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.58447,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.584449,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.584504,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.584449,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.584519,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.584449,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.584531,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.584581,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.584597,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.584581,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.584628,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.584582,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.584644,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.584722,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.584736,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.584822,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.58483,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.584822,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.584845,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.584921,115.113.240.229,10.0.2.15,1126,443,58992
18:24:12.584996,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.585013,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.585064,115.113.240.229,10.0.2.15,1600,443,58992
18:24:12.585075,10.0.2.15,115.113.240.229,54,58992,443
18:24:12.585151,115.113.240.229,10.0.2.15,1600,443,58992
